採水場所,採水年月,項目,水質基準値,検査結果,単位
南浦和浄水場,2020年6月,味,異常でないこと,異常なし,ー
南浦和浄水場,2020年6月,臭気,異常でないこと,異常なし,ー
南浦和浄水場,2020年6月,色度,5度以下,0.5未満,度
南浦和浄水場,2020年6月,濁度,2度以下,0.1未満,度
南浦和浄水場,2020年6月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
東浦和浄水場,2020年6月,気温,,22.2,℃
東浦和浄水場,2020年6月,水温,,16.9,℃
東浦和浄水場,2020年6月,一般細菌,100個／mL 以下,0,個/mL
東浦和浄水場,2020年6月,大腸菌,検出されないこと,不検出,100ml中
東浦和浄水場,2020年6月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,六価クロム化合物,0.02mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,5,mg/L
東浦和浄水場,2020年6月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,四塩化炭素,0.002mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ジクロロメタン,0.02mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ベンゼン,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
東浦和浄水場,2020年6月,クロロ酢酸,0.02mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,クロロホルム,0.06mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,臭素酸,0.01mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,総トリハロメタン,0.1mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ブロモホルム,0.09mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,銅及びその化合物,1.0mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,塩化物イオン,200mg/L 以下,12.9,mg/L
東浦和浄水場,2020年6月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,蒸発残留物,500mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,ジェオスミン,0.00001mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,フェノ−ル類,0.005mg/L 以下,-,mg/L
東浦和浄水場,2020年6月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.1未満,mg/L
東浦和浄水場,2020年6月,pH値,5.8以上8.6以下,7.4,ー
東浦和浄水場,2020年6月,味,異常でないこと,異常なし,ー
東浦和浄水場,2020年6月,臭気,異常でないこと,異常なし,ー
東浦和浄水場,2020年6月,色度,5度以下,0.5未満,度
東浦和浄水場,2020年6月,濁度,2度以下,0.1未満,度
東浦和浄水場,2020年6月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
土合浄水場,2020年6月,気温,,21.9,℃
土合浄水場,2020年6月,水温,,17,℃
土合浄水場,2020年6月,一般細菌,100個／mL 以下,0,個/mL
土合浄水場,2020年6月,大腸菌,検出されないこと,不検出,100ml中
土合浄水場,2020年6月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
土合浄水場,2020年6月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
土合浄水場,2020年6月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,六価クロム化合物,0.02mg/L 以下,-,mg/L
土合浄水場,2020年6月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
土合浄水場,2020年6月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
土合浄水場,2020年6月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
土合浄水場,2020年6月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
土合浄水場,2020年6月,四塩化炭素,0.002mg/L 以下,-,mg/L
土合浄水場,2020年6月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
土合浄水場,2020年6月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
土合浄水場,2020年6月,ジクロロメタン,0.02mg/L 以下,-,mg/L
土合浄水場,2020年6月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,ベンゼン,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
土合浄水場,2020年6月,クロロ酢酸,0.02mg/L 以下,-,mg/L
土合浄水場,2020年6月,クロロホルム,0.06mg/L 以下,-,mg/L
土合浄水場,2020年6月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
土合浄水場,2020年6月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
土合浄水場,2020年6月,臭素酸,0.01mg/L 以下,-,mg/L
土合浄水場,2020年6月,総トリハロメタン,0.1mg/L 以下,-,mg/L
土合浄水場,2020年6月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
土合浄水場,2020年6月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
土合浄水場,2020年6月,ブロモホルム,0.09mg/L 以下,-,mg/L
土合浄水場,2020年6月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
土合浄水場,2020年6月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
土合浄水場,2020年6月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
土合浄水場,2020年6月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
土合浄水場,2020年6月,銅及びその化合物,1.0mg/L 以下,-,mg/L
土合浄水場,2020年6月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
土合浄水場,2020年6月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
土合浄水場,2020年6月,塩化物イオン,200mg/L 以下,7.5,mg/L
土合浄水場,2020年6月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
土合浄水場,2020年6月,蒸発残留物,500mg/L 以下,-,mg/L
土合浄水場,2020年6月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
土合浄水場,2020年6月,ジェオスミン,0.00001mg/L 以下,-,mg/L
土合浄水場,2020年6月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
土合浄水場,2020年6月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
土合浄水場,2020年6月,フェノ−ル類,0.005mg/L 以下,-,mg/L
土合浄水場,2020年6月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.1未満,mg/L
土合浄水場,2020年6月,pH値,5.8以上8.6以下,7.6,ー
土合浄水場,2020年6月,味,異常でないこと,異常なし,ー
土合浄水場,2020年6月,臭気,異常でないこと,異常なし,ー
土合浄水場,2020年6月,色度,5度以下,0.5未満,度
土合浄水場,2020年6月,濁度,2度以下,0.1未満,度
土合浄水場,2020年6月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
高鼻浄水場,2020年6月,気温,,31.3,℃
高鼻浄水場,2020年6月,水温,,17.8,℃
高鼻浄水場,2020年6月,一般細菌,100個／mL 以下,0,個/mL
高鼻浄水場,2020年6月,大腸菌,検出されないこと,不検出,100ml中
高鼻浄水場,2020年6月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,六価クロム化合物,0.02mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,四塩化炭素,0.002mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ジクロロメタン,0.02mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ベンゼン,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
高鼻浄水場,2020年6月,クロロ酢酸,0.02mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,クロロホルム,0.06mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,臭素酸,0.01mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,総トリハロメタン,0.1mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ブロモホルム,0.09mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,銅及びその化合物,1.0mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,塩化物イオン,200mg/L 以下,7.1,mg/L
高鼻浄水場,2020年6月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,蒸発残留物,500mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,ジェオスミン,0.00001mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,フェノ−ル類,0.005mg/L 以下,-,mg/L
高鼻浄水場,2020年6月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.2,mg/L
高鼻浄水場,2020年6月,pH値,5.8以上8.6以下,7.6,ー
高鼻浄水場,2020年6月,味,異常でないこと,異常なし,ー
高鼻浄水場,2020年6月,臭気,異常でないこと,異常なし,ー
高鼻浄水場,2020年6月,色度,5度以下,0.6,度
高鼻浄水場,2020年6月,濁度,2度以下,0.1未満,度
高鼻浄水場,2020年6月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
日進浄水場,2020年6月,気温,,26.8,℃
日進浄水場,2020年6月,水温,,18,℃
日進浄水場,2020年6月,一般細菌,100個／mL 以下,1,個/mL
日進浄水場,2020年6月,大腸菌,検出されないこと,不検出,100ml中
日進浄水場,2020年6月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
日進浄水場,2020年6月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
日進浄水場,2020年6月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,六価クロム化合物,0.02mg/L 以下,-,mg/L
日進浄水場,2020年6月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
日進浄水場,2020年6月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
日進浄水場,2020年6月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
日進浄水場,2020年6月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年6月,四塩化炭素,0.002mg/L 以下,-,mg/L
日進浄水場,2020年6月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
日進浄水場,2020年6月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
日進浄水場,2020年6月,ジクロロメタン,0.02mg/L 以下,-,mg/L
日進浄水場,2020年6月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,ベンゼン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,塩素酸,0.6mg/L 以下,0.07,mg/L
日進浄水場,2020年6月,クロロ酢酸,0.02mg/L 以下,-,mg/L
日進浄水場,2020年6月,クロロホルム,0.06mg/L 以下,-,mg/L
日進浄水場,2020年6月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
日進浄水場,2020年6月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
日進浄水場,2020年6月,臭素酸,0.01mg/L 以下,-,mg/L
日進浄水場,2020年6月,総トリハロメタン,0.1mg/L 以下,-,mg/L
日進浄水場,2020年6月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
日進浄水場,2020年6月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
日進浄水場,2020年6月,ブロモホルム,0.09mg/L 以下,-,mg/L
日進浄水場,2020年6月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
日進浄水場,2020年6月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年6月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
日進浄水場,2020年6月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
日進浄水場,2020年6月,銅及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年6月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
日進浄水場,2020年6月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
日進浄水場,2020年6月,塩化物イオン,200mg/L 以下,10.8,mg/L
日進浄水場,2020年6月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
日進浄水場,2020年6月,蒸発残留物,500mg/L 以下,-,mg/L
日進浄水場,2020年6月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
日進浄水場,2020年6月,ジェオスミン,0.00001mg/L 以下,-,mg/L
日進浄水場,2020年6月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
日進浄水場,2020年6月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
日進浄水場,2020年6月,フェノ−ル類,0.005mg/L 以下,-,mg/L
日進浄水場,2020年6月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.3,mg/L
日進浄水場,2020年6月,pH値,5.8以上8.6以下,7.6,ー
日進浄水場,2020年6月,味,異常でないこと,異常なし,ー
日進浄水場,2020年6月,臭気,異常でないこと,異常なし,ー
日進浄水場,2020年6月,色度,5度以下,0.8,度
日進浄水場,2020年6月,濁度,2度以下,0.1未満,度
日進浄水場,2020年6月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
東大宮浄水場,2020年6月,気温,,22.6,℃
東大宮浄水場,2020年6月,水温,,18.7,℃
東大宮浄水場,2020年6月,一般細菌,100個／mL 以下,0,個/mL
東大宮浄水場,2020年6月,大腸菌,検出されないこと,不検出,100ml中
東大宮浄水場,2020年6月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
東大宮浄水場,2020年6月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
東大宮浄水場,2020年6月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年6月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年6月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年6月,六価クロム化合物,0.02mg/L 以下,-,mg/L
